Master Sku,Product Name,Mixability,T&F Title,T&F Text,T&F Image,T&F Enable Reviews (Y/N),Value For Money ,VfM Text,How It Works Main Ingredients,HIW's - #Active Ingredients,Benefit 1 - Title|Bullet1|Bullet2,Benefit 2 - Title|Bullet1|Bullet2,Benefit 3 - Title|Bullet1|Bullet2,HIW's Text,SE Title,SE Description,URL Slug,,,Category(s),Goal(s),Brand ,Title,Size
1022,NRGFuel Diet Power,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Palintose, Whey Protein, Casein Protein",16,Low-GI Meal Replacement|Palintose provides sustained carb energy without an insulin crash|Both quick and slow digesting proteins for constant nutrient supply,"Boost Overall Health|Great on-the-go meal option over junk food|Packed with superfoods, antioxidants, vitamins & minerals",Appetite Control|Healthy fats help you feel fuller; less likely to snack between meals|Omega-3 supplementation is clinically proven to help burn fat,"Meal replacement shakes are notorious for not only tasting foul, but only giving you the bare minimum in nutritional needs – if that. NRGFuel Diet Power is the solution to bad tasting, incomplete meal replacement powders. NRGFuel Diet Power is packed with superfood elements, vitamins and minerals, antioxidants and amino acids to help build lean muscle. The primary ingredient in NRGFuel Diet Power is palintose, a low-GI complex carbohydrate that gives you sustained energy without wreaking havoc on your blood sugar and insulin levels. It is considered one of the best carbohydrates sources for athletes. Whey protein is considered the most studied and beneficial protein supplements. It has a wide range of amino acids – the building blocks of any protein – and is known to help boost muscle strength, lean muscle mass and support body fat loss. The amino acids in whey protein help boost your endurance while working out – particularly Branched-Chain Amino Acids, or BCAAs – and hinder muscle breakdown following exercise. The less muscle breakdown you incur while exercising, the less lactic acid build up your muscles will have, resulting in significantly shorter recovery times. NRGFuel Diet Power’s protein blend is high in the essential amino acid leucine. Leucine is a key building block for healthy, lean muscle. It also helps prevent the loss of muscle tissue following exercise. By keeping healthy, lean muscle tissue your body increase its metabolic rate to keep that muscle fed – leading to a loss of body fat. Hydrolyzed collagen and Omega-3 have been added to NRGFuel Diet Power to boost your joint health, as well as improve your hair and skin health. Combined with vitamin k2-7, your body will feel better than ever with stronger bones and healthier joints. Last but not least, the superfood and vitamin blend in NRGFuel Diet Power is perhaps the most beneficial aspect of this meal replacement. The powers of L-carnitine, great tea and chromium have been touted for centuries to maintain a healthy weight and encourage overall wellness. Vitamins C, E, and selenium will boost your immune system and help you feel like the best version of you whilst you decrease your waistline.",NRG Fuel Fuel NRGFuel Diet Power 700g ,Buy NRG Fuel Fuel NRGFuel Diet Power 700g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel Fuel/NRGFuel Diet Power,,,"All in one, protein","Improve health, improve sports, increase energy, lose fat",NRG Fuel Fuel,NRGFuel Diet Power,700g
1023,NRGFuel Creatine Monohydrate,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.",Creatine Monohydrate,1,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|No loading period is required before you see results!",Boosted Strength|Increased endurance corresponds to increased muscle strength|Build muscle faster than ever,Better Absorption|Creatine Monohydrate absorbs better than other forms of creatine,"NRGFuel Creatine is designed to get you to your peak performance, improve your exercise endurance and help you recovery as rapidly as possible. With 5g of pure creatine monohydrate per serving, you’ll look better, feel better, and your body will begin to perform as never before. In simple terms: Simply creatine improves your body’s ability to quickly produce muscle-contracting and rapidly recover from training. Ingestion of creatine post-workout replenishes energy stores and encourages muscular water retention – helping you achieve the muscular pump you love to see after a hard training session. Not only do fuller muscles look and feel better, but the added water retention will actually speed up your recovery time by helping keep you hydrated. Creatine is a blend of three different amino acids: arginine, methionine, and glycine. Your body produces creatine in very small amounts, and this small supply is easily expended during a tough workout. Your muscles utilize adenosine tri-phosphate (ATP) as a delivery system for energy to muscle cells to force a muscle contraction. The by-product of this process is adenosine di-phosphate, which stays rather useless in your system until it has a chance to bind with the phosphate molecule in creatine and reform into ATP. Unfortunately, your body doesn’t create creatine quickly or in large quantities, making creatine supplementation all but necessary serious athletes.",NRG Fuel Fuel NRGFuel Creatine Monohydrate 600g ,Buy NRG Fuel Fuel NRGFuel Creatine Monohydrate 600g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel Fuel/NRGFuel Creatine Monohydrate,,,"Creatine, sports supplements","Improve workout, recovery, improve sports, build muscle",NRG Fuel Fuel,NRGFuel Creatine Monohydrate,600g
1024,O.M.G! Protein Flapjacks,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Oats, Whey Protein",3,Low-GI Meal Replacement|Delicious way to start the day with all the right macro and micronutrients|Both quick and slow digesting proteins for constant nutrients,Increased Endurance|Amino acids boost blood oxygen levels: more energy for muscles|Increased Nitrogen retention boosts muscle endurance and recovery,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,"Most protein bars on the market today are either chalky protein bricks or protein enhanced candy bars that aren’t really healthy at all. NRGFuel solves this problem with O.M.G! Protein Flapjacks. They are moist, delicious, and provide you a complete nutritional profile. You’ll literally say “O.M.G!” when you taste the most delectable and healthy protein flapjack ever.",NRG Fuel Fuel O.M.G! Protein Flapjacks 30 bars ,Buy NRG Fuel Fuel O.M.G! Protein Flapjacks 30 bars from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel Fuel/O.M.G! Protein Flapjacks,,,protein bars,improve health,NRG Fuel Fuel,O.M.G! Protein Flapjacks,30 bars
1025,NRGfuel Anabolic Whey,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Whey Protein, D-Aspartic Acid, Amino Acids",17,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Increased Endurance|Amino acids boost blood oxygen levels: more energy for muscles|Increased Nitrogen retention boosts muscle endurance and recovery,Boost Muscle Strength|D-Aspartic Acid releases leutenizing hormone for strength gains|LH stimulates muscle growth hormones,"NRGFuel designed Anabolic Whey with the serious bodybuilder in mind. NRGFuels Anabolic Whey’s muscle-building formula includes D Aspartic Acid to naturally boost your testosterone levels in a high-protein, low fat and low carb formula to keep your macronutrients on track. Did we mention it tastes great too? NRGFuel Anabolic Whey isn’t just a protein powder. In addition to D-Aspartic Acid, NRGFuel Anabolic Whey contains glutamine, BCAAs and creatine for a complete supplementation profile to help you reach your fitness goals. D-Aspartic Acid (D-AA) is a form of amino acid widely used as a testosterone booster. It works by causing the brain to release luteinizing, follicle-stimulating, and growth hormones. When your body’s own D-AA levels begin to drop, you can experience fatigue, decreased stamina, and even feel the effects on your libido. Supplementing with quality D-AA on a regular basis helps combat these negative effects by helping your body produce more of its own testosterone. Whey protein contains a naturally high amount of amino acids – the building blocks of protein and an essential element of muscle recovery and growth. The amino acids in whey protein boost muscle endurance while working out and aid muscle growth following exercise. Glutamine deficiency is common in serious athletes. Glutamine helps fight muscle fatigue, muscle breakdown, and supports your immune system. Supplementation with glutamine is highly recommended for athletes participating in strenuous exercise programs. To help glutamine absorb more quickly and efficiently, it needs to bond with a peptide to help it hitch a ride with amino acids into your muscles. Creatine is a must-have supplement for any serious athlete. Your body uses ATP (adenosine tri-phosphate) to deliver energy to cells for muscle contraction. Following a heavy workout, your body’s ATP stores work overtime to replenish themselves – using creatine to get there. Creatine increases the body’s ability to build ATP. When you’re muscles are full-up on ATP stores, you can contract harder, lifting heavier and building muscle faster.",NRG Fuel Fuel NRGfuel Anabolic Whey 2kg ,Buy NRG Fuel Fuel NRGfuel Anabolic Whey 2kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/NRG Fuel Fuel/NRGfuel Anabolic Whey,,,"protein, mass gain, sports supplement","build muscle, gain mass, improve workout, improve sport",NRG Fuel Fuel,NRGfuel Anabolic Whey,2kg
1026,Nutrisport Protein + Carbs,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Whey Protein Concentrate, Maltodextrin, Amino Acids",9,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout","Nutrisport Protein and Carbs was designed with your muscle recovery in mind. Complex carbohydrates replenish glycogen stores without causing an insulin crash. Two different forms of creatine feed your muscles to help you recover faster and bring it harder tomorrow in the gym. Quality protein blend encourages muscle growth, especially when combined with the type of carbohydrates in NutriSport Protein + Carbs. During exercise, your body depletes glycogen stores for energy, uses ATP (adenosine triphosphate) for constant and quick muscle contractions, and temporarily lowers the body’s immune system. To properly refuel and recover to hit the gym again tomorrow, your body needs a carefully balanced and effective food source. Researchers found that combining protein with carbohydrates results in exponentially higher muscle glycogen synthesis. NutriSport Protein + Carbs gives you simple and complex carbohydrates combined with a quality protein source to refill your glycogen stores and jumpstart muscle growth and fat burning. Your body’s muscles are made of approximately 1/3rd amino acids. They need creatine to function properly. Small amounts of creatine are naturally created by your body after eating, but today’s diets rarely give us the creatine required to meet the demanding needs of a high-level fitness lifestyle. This is particularly true for the modern athlete – whether you’re a professional bodybuilder, or even a beginner in the gym. Creatine Ethyl Ester is a creatine derivative that has a better absorption rate in your body that creatine monohydrate. Your body uses ATP (adenosine tri-phosphate) to deliver energy to cells for muscle contraction. Following a heavy workout, your body’s ATP stores work overtime to replenish themselves – using creatine to get there. Creatine increases the body’s ability to build ATP, resulting in greater endurance, strength gains, and recovery.",Nutrisport Nutrisport Protein + Carbs 1.4kg / 5kg ,Buy Nutrisport Nutrisport Protein + Carbs 1.4kg / 5kg from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Nutrisport/Nutrisport Protein + Carbs,,,"post-workout, protien, sports supplement","recovery, improve sports, improve workout",Nutrisport,Nutrisport Protein + Carbs,1.4kg / 5kg
1027,Nutrisport Cut + Burn,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Chromium picolinate, guarana, oat fibre",6,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Nutrisport Nutrisport Cut + Burn 60 tabs / 300 tabs ,Buy Nutrisport Nutrisport Cut + Burn 60 tabs / 300 tabs from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Nutrisport/Nutrisport Cut + Burn,,,,,Nutrisport,Nutrisport Cut + Burn,60 tabs / 300 tabs
1028,Thermofuse,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Xtreme Potency Thermogenic Matrix, Neuro-Stim Amino Matrix, Insulin Support Blend",21,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Muscle Warfare Thermofuse 90 caps ,Buy Muscle Warfare Thermofuse 90 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Muscle Warfare/Thermofuse,,,,,Muscle Warfare,Thermofuse,90 caps
1029,The Ripper,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Extreme Muscle Fuel, Ripper Shred Matrix, Chromium",14,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Cobra Labs The Ripper 150g ,Buy Cobra Labs The Ripper 150g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Cobra Labs/The Ripper,,,,,Cobra Labs,The Ripper,150g
1030,Cobra Labs The Curse,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Energizing Muscle Fuel Blend, Blood Flow Amplifier Blend, Mind Control Matrix",7,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Cobra Labs Cobra Labs The Curse 250g ,Buy Cobra Labs Cobra Labs The Curse 250g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Cobra Labs/Cobra Labs The Curse,,,,,Cobra Labs,Cobra Labs The Curse,250g
1031,AD BullDoze,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Bulldoze Proprietary Complex, Magnesium, Zinc",9,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Anabolic Designs AD BullDoze 60 caps ,Buy Anabolic Designs AD BullDoze 60 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/AD BullDoze,,,,,Anabolic Designs,AD BullDoze,60 caps
1032,AD Grazed,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Instantized BCAAs, Greens & pH Balance, Training Defense Blend",17,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Anabolic Designs AD Grazed 465g ,Buy Anabolic Designs AD Grazed 465g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/AD Grazed,,,,,Anabolic Designs,AD Grazed,465g
1033,AD Bullk,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","BullK Plex Proprietary Matrix, Zinc, Vitamin D3",8,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Anabolic Designs AD Bullk 60 caps ,Buy Anabolic Designs AD Bullk 60 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/AD Bullk,,,,,Anabolic Designs,AD Bullk,60 caps
1034,AD LiverMilk,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Milk Thistle Seed, Cysteine, Turmeric Root",8,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Anabolic Designs AD LiverMilk 90 caps ,Buy Anabolic Designs AD LiverMilk 90 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/AD LiverMilk,,,,,Anabolic Designs,AD LiverMilk,90 caps
1035,AD InvinciBull,,Did You Know?,Orange Oximega Fish oil Capsueles have no major side effects. However there is one thing that is worth mentioning which about half the people who take the product experiance -  Taking this Fish oil product can result in an increase in 'gassiness' which in turn can have athe slightly unplesent odour of fish oil. This effect is very minor and barely worth noticing except of course to be through as we proud ourselves as being here as Only Muscle ,https://onlymuscle.co.uk/wp-content/uploads/2015/09/Did-You-Know-Banner.jpg,N,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Syntha Joint Complex, Antioxidant Support, B-Complex",35,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Anabolic Designs AD InvinciBull 150 caps ,Buy Anabolic Designs AD InvinciBull 150 caps from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Anabolic Designs/AD InvinciBull,,,,,Anabolic Designs,AD InvinciBull,150 caps
1036,AminOD,75,,"Controlled Labs White Flood Reborn is available in 4 energizing flavours:Furious Fruit Punch – “The taste is fantastic!”Juicy Watermelon – “watermelon flavour tastes amazing and it never fails to give me a skin tearing pump along with amazing energy” Electric Lemonade – “Electric lemonade tastes amazing!” White Pineapple – “the white pineapple tastes great, it reminds me of the juice that comes packed in the dole canned pineapples.”",,Y,75,"Fish oils contain two very beneficial and essential Omega 3 fatty acids: EPA and DHA. These fatty acids activate your body’s natural fat burning enzymes during exercise – encouraging usage of your existing energy stores (fat cells) before digging into your muscles for energy. Multiple scientific studies demonstrate the effectiveness of fish oil on diet and exercise programs: participants lose more weight, and more importantly: more body fat, with the addition of fish oil to their routine with no other changes. Additionally, EPA and DHA are linked to decreased hunger, increased overall metabolic rates, and reduced inflammation in users.","Leucine, Phenylalanine, Lysine",7,Feed Your Muscles|Whey concentrate helps your muscles absorb essential aminos|Fast-digesting whey protein refuels your body instantly,Recover Faster|Designed specifically for post-workout recovery|Maltodextrin replenishes glycogen and ATP with the help of creatine,"Increased Endurance|Creatine replenished your ATP, so your muscles can go longer|Two forms of creatine refuel your muscles for any kind of workout",,Purus Labs AminOD 225g ,Buy Purus Labs AminOD 225g from us today - Best UK price | Free delivery | Real customer reviews - Only Muscle,/Purus Labs/AminOD,,,,,Purus Labs,AminOD,225g
